t,count
1554840138,4
1554840148,9
1554840158,14
1554840168,19
1554840178,24
1554840188,29
1554840198,34
1554840208,39
1554840218,44
1554840228,49
1554840238,54
1554840248,59
1554840258,64
1554840268,69
1554840278,74
1554840288,79
1554840298,84
1554840308,89
1554840318,94
1554840328,99
1554840338,104
1554840348,109
1554840358,114
1554840368,119
1554840378,124
1554840388,129
1554840398,136
1554840408,143
1554840418,153
1554840428,162
1554840438,172
1554840448,181
1554840458,191
1554840468,201
1554840478,211
1554840488,221
