t,count
1554840138,7
1554840148,12
1554840158,18
1554840168,24
1554840178,30
1554840188,35
1554840198,41
1554840208,47
1554840218,52
1554840228,59
1554840238,65
1554840248,71
1554840258,80
1554840268,85
1554840278,90
1554840288,95
1554840298,100
1554840308,105
1554840318,111
1554840328,118
1554840338,124
1554840348,130
1554840358,135
1554840368,140
1554840378,147
1554840388,156
1554840398,164
1554840408,170
1554840418,176
1554840428,184
1554840438,192
1554840448,198
1554840458,207
1554840468,215
1554840478,222
1554840488,228
