t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554840128,2,0.688320,0.000000,0.000000,0.000000,events/second
1554840138,10,0.773896,0.800000,0.800000,0.800000,events/second
1554840148,20,0.870778,0.815991,0.803306,0.801108,events/second
1554840158,35,1.063519,0.906926,0.822922,0.807732,events/second
1554840168,55,1.281794,1.029316,0.851704,0.817594,events/second
1554840178,79,1.492215,1.255733,0.905769,0.836187,events/second
1554840188,102,1.621468,1.432677,0.954810,0.853473,events/second
1554840198,130,1.783199,1.581179,1.002189,0.870561,events/second
1554840208,160,1.929596,1.798994,1.067685,0.894091,events/second
1554840218,192,2.066663,2.014074,1.137591,0.919570,events/second
1554840228,231,2.244650,2.304237,1.228180,0.952506,events/second
1554840238,267,2.364869,2.504439,1.305993,0.981766,events/second
1554840248,307,2.497821,2.689897,1.384559,1.011810,events/second
1554840258,353,2.655942,2.953708,1.483472,1.049255,events/second
1554840268,399,2.791920,3.234590,1.592091,1.090687,events/second
1554840278,446,2.916685,3.416059,1.684255,1.127265,events/second
1554840288,488,2.995645,3.533851,1.766622,1.161206,events/second
1554840298,539,3.117156,3.739105,1.869155,1.202496,events/second
1554840308,591,3.231194,3.946109,1.974992,1.245553,events/second
1554840318,638,3.307380,4.152039,2.083917,1.290344,events/second
1554840328,686,3.380931,4.219530,2.166350,1.326908,events/second
1554840338,735,3.452235,4.291373,2.249331,1.364170,events/second
1554840348,791,3.548636,4.477559,2.355927,1.409873,events/second
1554840358,853,3.662306,4.711281,2.475394,1.460592,events/second
1554840368,917,3.775028,4.955818,2.600807,1.514069,events/second
1554840378,995,3.934314,5.334880,2.758307,1.579124,events/second
1554840388,1083,4.119136,5.853406,2.953181,1.657816,events/second
1554840398,1176,4.308834,6.351178,3.154671,1.740046,events/second
1554840408,1263,4.464452,6.787246,3.352805,1.822470,events/second
1554840418,1353,4.618946,7.113510,3.534746,1.900683,events/second
1554840428,1440,4.754021,7.376253,3.707525,1.976936,events/second
1554840438,1529,4.886514,7.598660,3.874641,2.052347,events/second
1554840448,1621,5.019191,7.770932,4.032971,2.125816,events/second
1554840458,1712,5.142523,7.990320,4.202367,2.203983,events/second
1554840468,1809,5.275124,8.254705,4.382682,2.286820,events/second
1554840478,1906,5.400628,8.446520,4.550475,2.366526,events/second
1554840488,1997,5.502857,8.576905,4.706156,2.443135,events/second
