t,count
1554840139,2
1554840149,9
1554840159,14
1554840169,19
1554840179,25
1554840189,30
1554840199,36
1554840209,41
1554840219,46
1554840229,52
1554840239,58
1554840249,65
1554840259,73
1554840269,79
1554840279,85
1554840289,90
1554840299,95
1554840309,100
1554840319,105
1554840329,113
1554840339,118
1554840349,124
1554840359,130
1554840369,135
1554840379,140
1554840389,148
1554840399,155
1554840409,162
1554840419,168
1554840429,175
1554840439,182
1554840449,190
1554840459,198
1554840469,206
1554840479,213
1554840489,219
