t,count
1554840136,0
1554840146,13
1554840156,40
1554840166,57
1554840176,78
1554840186,95
1554840196,115
1554840206,132
1554840216,139
1554840226,157
1554840236,187
1554840246,197
1554840256,202
1554840266,237
1554840276,245
1554840286,263
1554840296,277
1554840306,286
1554840316,300
1554840326,315
1554840336,345
1554840346,364
1554840356,386
1554840366,408
1554840376,439
1554840386,456
1554840396,476
1554840406,504
1554840416,528
1554840426,555
1554840436,610
1554840446,697
1554840456,831
1554840466,872
1554840476,872
1554840486,872
