t,count
1554840146,10
1554840156,20
1554840166,29
1554840176,39
1554840186,49
1554840196,59
1554840206,69
1554840216,79
1554840226,89
1554840236,99
1554840246,109
1554840256,119
1554840266,129
1554840276,139
1554840286,149
1554840296,159
1554840306,169
1554840316,179
1554840326,189
1554840336,199
1554840346,209
1554840356,218
1554840366,228
1554840376,238
1554840386,248
1554840396,258
1554840406,268
1554840416,277
1554840426,287
1554840436,297
1554840446,307
1554840456,317
1554840466,327
1554840476,337
1554840486,347
