t,count
1554840146,4
1554840156,9
1554840166,14
1554840176,19
1554840186,24
1554840196,29
1554840206,34
1554840216,39
1554840226,44
1554840236,49
1554840246,54
1554840256,59
1554840266,64
1554840276,69
1554840286,74
1554840296,79
1554840306,84
1554840316,89
1554840326,94
1554840336,99
1554840346,104
1554840356,109
1554840366,114
1554840376,119
1554840386,126
1554840396,134
1554840406,144
1554840416,154
1554840426,163
1554840436,173
1554840446,183
1554840456,193
1554840466,203
1554840476,212
1554840486,222
