t,count
1554841184,2
1554841194,8
1554841204,14
1554841214,20
1554841224,25
1554841234,30
1554841244,36
1554841254,41
1554841264,48
1554841274,53
1554841284,59
1554841294,67
1554841304,72
1554841314,78
1554841324,83
1554841334,89
1554841344,98
1554841354,107
1554841364,116
1554841374,123
1554841384,129
1554841394,135
1554841404,143
1554841414,153
1554841424,163
1554841434,173
1554841444,183
1554841454,193
1554841464,203
1554841474,213
1554841484,223
1554841494,233
1554841504,243
1554841514,253
1554841524,263
1554841534,273
1554841544,283
