t,count
1554841194,4
1554841204,9
1554841214,14
1554841224,19
1554841234,24
1554841244,29
1554841254,34
1554841264,39
1554841274,44
1554841284,49
1554841294,54
1554841304,59
1554841314,64
1554841324,69
1554841334,74
1554841344,79
1554841354,84
1554841364,89
1554841374,94
1554841384,99
1554841394,104
1554841404,109
1554841414,114
1554841424,119
1554841434,124
1554841444,129
1554841454,134
1554841464,139
1554841474,144
1554841484,149
1554841494,154
1554841504,159
1554841514,164
1554841524,169
1554841534,175
1554841544,181
