t,count
1554824105,1
1554824115,15
1554824125,47
1554824135,104
1554824145,150
1554824155,174
1554824165,221
1554824175,267
1554824185,302
1554824195,333
1554824205,366
1554824215,379
1554824225,393
1554824235,434
1554824245,445
1554824255,455
1554824265,472
1554824275,489
1554824285,520
1554824295,532
1554824305,551
1554824315,569
1554824325,588
1554824335,608
1554824345,710
1554824355,789
1554824365,817
1554824375,846
1554824385,892
1554824395,928
1554824405,951
1554824415,1002
1554824425,1032
