t,value
1554847726,0.0
1554847736,0.0
1554847746,0.0
1554847756,8.382229673093043E-4
1554847766,0.0013395847287340924
1554847776,0.0013943112102621305
1554847786,0.001433349259436216
1554847796,0.001671541997492687
1554847806,0.001855976243504083
1554847816,0.0020046775810223854
1554847826,0.0021257212268448226
1554847836,0.0020873921514055105
1554847846,0.002183406113537118
1554847856,0.0023849272597185785
1554847866,0.0026708212775428445
1554847876,0.002712288754433549
1554847886,0.0029452189279403104
1554847896,0.0029668088262562583
1554847906,0.0030739504654839277
1554847916,0.0029200734189888202
1554847926,0.002780646698975133
1554847936,0.002805793584590885
