t,value
1554824105,0.00865051903114187
1554824115,0.055178268251273345
1554824125,0.07259425998874508
1554824135,0.09461732548359966
1554824145,0.10174613834788448
1554824155,0.10285075461151481
1554824165,0.10627094303494496
1554824175,0.10925073252406865
1554824185,0.11119375232428412
1554824195,0.11090665774506524
1554824205,0.10975980541197933
1554824215,0.109640568403455
1554824225,0.108511185394703
1554824235,0.10885652900453568
1554824245,0.10781911338828247
1554824255,0.106076425140948
1554824265,0.10601296914914521
1554824275,0.10549267025422156
1554824285,0.10573035682896818
1554824295,0.10535982634830522
1554824305,0.1041501033550644
1554824315,0.10380937926847776
1554824325,0.10393380751923356
1554824335,0.10349144526359716
1554824345,0.10188276138336226
1554824355,0.09962768006162537
1554824365,0.09877611571269626
1554824375,0.09870067946119919
1554824385,0.09834273219012545
1554824395,0.09689620647458004
1554824405,0.09596856666128424
1554824415,0.09542183752216081
1554824425,0.09434725452523006
