t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554677022,14,1.500302,1.400000,1.400000,1.400000,events/second
1554677032,25,1.293376,1.384009,1.396694,1.398892,events/second
1554677042,41,1.397957,1.373030,1.393606,1.397808,events/second
1554677052,52,1.322208,1.391883,1.397067,1.398935,events/second
1554677062,65,1.317581,1.362425,1.390606,1.396736,events/second
1554677072,75,1.264104,1.337490,1.384357,1.394563,events/second
1554677082,84,1.211663,1.253697,1.365145,1.387987,events/second
1554677092,97,1.222747,1.214750,1.353174,1.383700,events/second
1554677102,108,1.209079,1.209928,1.348044,1.381658,events/second
1554677112,119,1.198092,1.239108,1.349747,1.381860,events/second
1554677122,134,1.225700,1.218391,1.341586,1.378749,events/second
1554677132,149,1.248698,1.260984,1.346753,1.380086,events/second
1554677142,162,1.252674,1.282326,1.348498,1.380306,events/second
1554677152,172,1.234529,1.253696,1.340324,1.377205,events/second
1554677162,188,1.259019,1.277435,1.342335,1.377463,events/second
1554677172,198,1.242761,1.264269,1.337614,1.375496,events/second
1554677182,213,1.257957,1.285106,1.339660,1.375767,events/second
1554677192,228,1.271457,1.317457,1.344889,1.377137,events/second
1554677202,238,1.257120,1.298146,1.340084,1.375173,events/second
1554677212,247,1.239210,1.267088,1.332186,1.372130,events/second
1554677222,258,1.232547,1.211373,1.318044,1.366916,events/second
