t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1552604183,10,29.923076,0.000000,0.000000,0.000000,events/second
1552604193,322,30.875836,29.871849,29.656197,29.618837,events/second
1552604203,613,30.106770,29.744397,29.634958,29.612029,events/second
1552604213,894,29.455752,29.529058,29.594088,29.598594,events/second
1552604223,1140,28.232982,28.772357,29.430363,29.543361,events/second
1552604233,1413,28.063057,28.522022,29.356860,29.517425,events/second
1552604243,1700,28.166440,28.546778,29.332594,29.507349,events/second
1552604253,1996,28.370641,28.717435,29.346988,29.510479,events/second
1552604263,2277,28.323879,28.555487,29.292748,29.490446,events/second
1552604273,2590,28.661308,28.971066,29.358307,29.510413,events/second
1552604283,2863,28.523434,28.724764,29.293888,29.487069,events/second
1552604293,3155,28.593158,28.788772,29.290427,29.483854,events/second
1552604303,3400,28.252953,28.146997,29.136712,29.429896,events/second
1552604313,3701,28.390572,28.416754,29.161762,29.435093,events/second
1552604323,3980,28.359240,28.350218,29.123566,29.419224,events/second
1552604333,4263,28.355622,28.364901,29.102768,29.409027,events/second
1552604343,4523,28.207916,28.001198,28.998397,29.370324,events/second
1552604353,4810,28.237894,28.080321,28.979544,29.359688,events/second
1552604363,5084,28.191051,27.991240,28.933662,29.340171,events/second
1552604373,5369,28.205713,28.069983,28.919472,29.330890,events/second
1552604383,5647,28.186878,28.030463,28.885476,29.315015,events/second
1552604393,5926,28.173489,27.995713,28.847294,29.297247,events/second
1552604403,6209,28.179116,28.016846,28.825637,29.285073,events/second
1552604413,6493,28.188464,28.107001,28.815644,29.276475,events/second
1552604423,6777,28.197530,28.121278,28.795461,29.264581,events/second
1552604433,7026,28.065837,27.800755,28.709279,29.230595,events/second
1552604443,7321,28.120799,27.932404,28.706078,29.223671,events/second
1552604453,7600,28.112741,27.980526,28.692410,29.213425,events/second
1552604463,7858,28.029527,27.715502,28.613677,29.181199,events/second
1552604473,8147,28.060311,27.757251,28.590854,29.167106,events/second
1552604483,8439,28.095313,28.012000,28.617490,29.169692,events/second
