t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1552608243,12,1.454410,1.200000,1.200000,1.200000,events/second
1552608253,23,1.257896,1.198721,1.199945,1.199994,events/second
1552608263,34,1.203735,1.181648,1.196587,1.198880,events/second
1552608273,46,1.203362,1.184465,1.196699,1.198892,events/second
1552608283,58,1.201876,1.201563,1.200058,1.200006,events/second
1552608293,69,1.185093,1.170619,1.193499,1.197796,events/second
1552608303,79,1.157937,1.159139,1.190407,1.196713,events/second
1552608313,92,1.176089,1.166690,1.190776,1.196755,events/second
1552608323,103,1.167356,1.155813,1.187773,1.195683,events/second
1552608333,115,1.170741,1.162596,1.188173,1.195731,events/second
1552608343,125,1.154427,1.152347,1.185255,1.194670,events/second
1552608353,136,1.150458,1.128959,1.179182,1.192519,events/second
1552608363,147,1.146501,1.139865,1.179865,1.192601,events/second
1552608373,159,1.150124,1.134384,1.177274,1.191581,events/second
1552608383,171,1.153686,1.144458,1.178019,1.191674,events/second
1552608393,182,1.150326,1.136993,1.175434,1.190658,events/second
1552608403,194,1.153274,1.146666,1.176239,1.190761,events/second
1552608413,205,1.150291,1.154854,1.177018,1.190864,events/second
1552608423,219,1.163554,1.161785,1.177771,1.190964,events/second
1552608433,232,1.170328,1.197076,1.185002,1.193268,events/second
1552608443,244,1.171877,1.197525,1.185494,1.193342,events/second
1552608453,257,1.177730,1.228609,1.192526,1.195626,events/second
1552608463,268,1.174107,1.193513,1.186215,1.193464,events/second
1552608473,279,1.171190,1.194509,1.186666,1.193537,events/second
1552608483,291,1.172312,1.196631,1.187158,1.193614,events/second
1552608493,301,1.165689,1.166444,1.181022,1.191475,events/second
1552608503,311,1.159478,1.140892,1.175088,1.189359,events/second
