t,count
1554825123,6
1554825133,16
1554825143,26
1554825153,35
1554825163,44
1554825173,54
1554825183,64
1554825193,74
1554825203,84
1554825213,93
1554825223,103
1554825233,113
1554825243,123
1554825253,133
1554825263,143
1554825273,153
1554825283,163
1554825293,173
1554825303,183
1554825313,193
1554825323,203
1554825333,213
1554825343,223
1554825353,233
1554825363,243
1554825373,253
1554825383,263
1554825393,273
1554825403,283
1554825413,293
1554825423,303
1554825433,313
1554825443,323
1554825453,333
