t,count
1554825123,7
1554825133,12
1554825143,17
1554825153,23
1554825163,29
1554825173,34
1554825183,40
1554825193,46
1554825203,51
1554825213,58
1554825223,63
1554825233,70
1554825243,78
1554825253,83
1554825263,90
1554825273,95
1554825283,100
1554825293,105
1554825303,110
1554825313,118
1554825323,123
1554825333,132
1554825343,140
1554825353,149
1554825363,159
1554825373,169
1554825383,179
1554825393,188
1554825403,198
1554825413,208
1554825423,218
1554825433,228
1554825443,238
1554825453,248
