t,count
1554680108,0
1554680118,0
1554680128,0
1554680138,0
1554680148,0
1554680158,0
1554680168,0
1554680178,125
1554680188,260
1554680198,394
1554680208,498
1554680218,622
1554680228,719
1554680238,799
1554680248,967
1554680258,1076
1554680268,1219
1554680278,1374
1554680288,1527
1554680298,1626
1554680308,1722
1554680318,1910
1554680328,2027
1554680338,2206
1554680348,2391
1554680358,2507
1554680368,2621
1554680378,2719
1554680388,2843
1554680398,3014
1554680408,3116
1554680418,3210
1554680428,3321
1554680438,3391
1554680448,3492
1554680458,3610
1554680468,3707
1554680478,3813
1554680488,3916
1554680498,4013
1554680508,4152
1554680518,4237
1554680528,4291
1554680538,4376
