t,count
1554825127,5
1554825137,14
1554825147,19
1554825157,24
1554825167,29
1554825177,34
1554825187,39
1554825197,44
1554825207,50
1554825217,59
1554825227,69
1554825237,79
1554825247,89
1554825257,99
1554825267,109
1554825277,119
1554825287,129
1554825297,139
1554825307,149
1554825317,159
1554825327,169
1554825337,179
1554825347,189
1554825357,199
1554825367,209
1554825377,219
1554825387,229
1554825397,239
1554825407,249
1554825417,259
1554825427,269
1554825437,279
1554825447,289
1554825457,299
