t,count
1554825127,8
1554825137,18
1554825147,27
1554825157,37
1554825167,47
1554825177,56
1554825187,65
1554825197,74
1554825207,84
1554825217,94
1554825227,104
1554825237,114
1554825247,124
1554825257,134
1554825267,144
1554825277,154
1554825287,162
1554825297,172
1554825307,182
1554825317,192
1554825327,202
1554825337,212
1554825347,222
1554825357,232
1554825367,242
1554825377,252
1554825387,262
1554825397,272
1554825407,282
1554825417,292
1554825427,302
1554825437,312
1554825447,322
1554825457,332
