t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554825107,2,3.057460,0.000000,0.000000,0.000000,events/second
1554825117,40,3.748994,3.311938,3.223140,3.207756,events/second
1554825127,80,3.856266,3.362554,3.235768,3.212121,events/second
1554825137,127,4.141072,3.591547,3.290028,3.230738,events/second
1554825147,172,4.233064,3.689440,3.322674,3.242500,events/second
1554825157,214,4.226556,3.739043,3.347584,3.251911,events/second
1554825167,270,4.453073,4.020898,3.421263,3.277838,events/second
1554825177,313,4.431213,4.077819,3.453295,3.290231,events/second
1554825187,370,4.588988,4.339648,3.530120,3.317951,events/second
1554825197,405,4.469092,4.200509,3.526073,3.318882,events/second
1554825207,434,4.312504,4.048839,3.518088,3.318609,events/second
1554825217,479,4.329560,4.112978,3.547437,3.330607,events/second
1554825227,509,4.219380,3.956828,3.532741,3.328056,events/second
1554825237,519,3.972114,3.502901,3.449708,3.302332,events/second
1554825247,581,4.131359,3.856826,3.526814,3.329936,events/second
1554825257,618,4.103050,3.807170,3.528777,3.332871,events/second
1554825267,654,4.071720,3.870034,3.550891,3.342465,events/second
1554825277,699,4.096636,3.872716,3.562254,3.348616,events/second
1554825287,755,4.179797,4.148763,3.632147,3.374577,events/second
1554825297,795,4.170402,4.200766,3.660516,3.387003,events/second
1554825307,811,4.042475,3.738815,3.579797,3.362831,events/second
1554825317,850,4.035707,3.765478,3.590376,3.368776,events/second
1554825327,870,3.943436,3.542418,3.548154,3.356976,events/second
1554825337,918,3.980198,3.706055,3.582693,3.370717,events/second
1554825347,966,4.014390,3.876553,3.622710,3.386522,events/second
1554825357,991,3.954181,3.703611,3.595411,3.380004,events/second
1554825367,1011,3.879095,3.435682,3.542834,3.364725,events/second
1554825377,1030,3.805870,3.190968,3.485970,3.347466,events/second
1554825387,1051,3.745181,3.019010,3.440341,3.333661,events/second
1554825397,1088,3.743602,3.083891,3.439292,3.334424,events/second
1554825407,1103,3.669062,2.865685,3.382025,3.316337,events/second
1554825417,1123,3.615283,2.767326,3.343438,3.304020,events/second
1554825427,1146,3.574297,2.689181,3.306334,3.291864,events/second
1554825437,1157,3.499474,2.461843,3.237335,3.268756,events/second
1554825447,1168,3.428887,2.238702,3.164041,3.243694,events/second
1554825457,1176,3.353613,2.017835,3.086538,3.216692,events/second
