t,count
1554825126,2
1554825136,7
1554825146,12
1554825156,17
1554825166,22
1554825176,27
1554825186,32
1554825196,37
1554825206,42
1554825216,47
1554825226,52
1554825236,57
1554825246,65
1554825256,75
1554825266,84
1554825276,94
1554825286,104
1554825296,113
1554825306,122
1554825316,132
1554825326,142
1554825336,152
1554825346,162
1554825356,172
1554825366,182
1554825376,192
1554825386,202
1554825396,212
1554825406,222
1554825416,231
1554825426,241
1554825436,251
1554825446,261
1554825456,271
1554825466,281
