t,count
1554825116,2
1554825126,7
1554825136,13
1554825146,18
1554825156,24
1554825166,30
1554825176,35
1554825186,40
1554825196,45
1554825206,51
1554825216,56
1554825226,64
1554825236,70
1554825246,76
1554825256,82
1554825266,87
1554825276,92
1554825286,97
1554825296,103
1554825306,110
1554825316,117
1554825326,126
1554825336,135
1554825346,145
1554825356,155
1554825366,165
1554825376,175
1554825386,185
1554825396,194
1554825406,204
1554825416,214
1554825426,224
1554825436,234
1554825446,244
1554825456,254
1554825466,264
