t,count
1554825126,2
1554825136,9
1554825146,14
1554825156,19
1554825166,25
1554825176,31
1554825186,36
1554825196,41
1554825206,47
1554825216,52
1554825226,59
1554825236,64
1554825246,73
1554825256,83
1554825266,92
1554825276,102
1554825286,111
1554825296,121
1554825306,131
1554825316,141
1554825326,151
1554825336,161
1554825346,171
1554825356,180
1554825366,190
1554825376,200
1554825386,210
1554825396,219
1554825406,229
1554825416,239
1554825426,249
1554825436,259
1554825446,268
1554825456,278
1554825466,288
