t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554840135,33,3.498964,2.400000,2.400000,2.400000,events/second
1554840145,93,4.766432,2.850957,2.495319,2.432071,events/second
1554840155,159,5.409869,3.447609,2.633411,2.479258,events/second
1554840165,215,5.462257,3.840726,2.743835,2.518167,events/second
1554840175,271,5.484126,4.098651,2.834330,2.551130,events/second
1554840185,330,5.560315,4.348963,2.928469,2.585946,events/second
1554840195,390,5.623999,4.620975,3.032581,2.624790,events/second
1554840205,450,5.670198,4.804534,3.123417,2.659887,events/second
1554840215,510,5.708028,5.021321,3.224388,2.699016,events/second
1554840225,562,5.657003,5.095446,3.299019,2.729969,events/second
1554840235,622,5.686476,5.178019,3.374673,2.761706,events/second
1554840245,686,5.747787,5.370730,3.474073,2.801933,events/second
1554840255,742,5.736333,5.421918,3.547075,2.833958,events/second
1554840265,805,5.776035,5.513221,3.627601,2.868954,events/second
1554840275,866,5.798050,5.633367,3.715185,2.906863,events/second
1554840285,928,5.823020,5.721634,3.796702,2.943257,events/second
1554840295,984,5.810689,5.717673,3.859072,2.973715,events/second
1554840305,1030,5.742799,5.571679,3.889701,2.993870,events/second
1554840315,1051,5.550085,5.276032,3.883127,3.001632,events/second
1554840325,1074,5.386792,4.757110,3.818085,2.989457,events/second
1554840335,1097,5.239861,4.411242,3.774900,2.984051,events/second
1554840345,1117,5.091887,4.087767,3.726574,2.976496,events/second
1554840355,1131,4.931320,3.644442,3.643743,2.956866,events/second
1554840365,1148,4.795931,3.345295,3.579993,2.942975,events/second
1554840375,1166,4.676182,3.106785,3.521583,2.930340,events/second
1554840385,1184,4.564068,2.922161,3.468448,2.918958,events/second
1554840395,1201,4.458545,2.719185,3.407193,2.904384,events/second
1554840405,1220,4.367280,2.592786,3.357754,2.893283,events/second
1554840415,1238,4.278282,2.485791,3.309936,2.882305,events/second
1554840425,1256,4.195731,2.364519,3.257129,2.869237,events/second
1554840435,1272,4.111761,2.308559,3.215915,2.859633,events/second
1554840445,1281,4.010856,2.092958,3.140018,2.837983,events/second
1554840455,1291,3.919689,1.925169,3.069860,2.817674,events/second
1554840465,1300,3.830781,1.767148,2.998696,2.796481,events/second
1554840475,1310,3.749586,1.649377,2.933171,2.776631,events/second
1554840485,1320,3.673234,1.549685,2.869794,2.757000,events/second
