t,count
1554824100,4
1554824110,13
1554824120,23
1554824130,32
1554824140,42
1554824150,49
1554824160,59
1554824170,69
1554824180,78
1554824190,88
1554824200,98
1554824210,107
1554824220,117
1554824230,127
1554824240,137
1554824250,146
1554824260,155
1554824270,165
1554824280,175
1554824290,185
1554824300,195
1554824310,205
1554824320,215
1554824330,225
1554824340,235
1554824350,245
1554824360,255
1554824370,264
1554824380,274
1554824390,284
1554824400,294
1554824410,304
1554824420,314
1554824430,324
