t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1552604193,12,1.428981,1.800000,1.800000,1.800000,events/second
1552604203,24,1.307155,1.693176,1.777079,1.792268,events/second
1552604213,36,1.269939,1.584204,1.751494,1.783502,events/second
1552604223,48,1.251264,1.541213,1.736719,1.778162,events/second
1552604233,59,1.219783,1.503543,1.722375,1.772876,events/second
1552604243,70,1.199573,1.444788,1.702107,1.765456,events/second
1552604253,80,1.170443,1.377784,1.679144,1.757004,events/second
1552604263,90,1.148641,1.305074,1.653628,1.747538,events/second
1552604273,100,1.131685,1.258240,1.632200,1.739278,events/second
1552604283,112,1.138801,1.266569,1.621391,1.734433,events/second
1552604293,124,1.144480,1.244194,1.604434,1.727438,events/second
1552604303,135,1.140733,1.222697,1.587924,1.720508,events/second
1552604313,146,1.137396,1.203221,1.571901,1.713649,events/second
1552604323,156,1.127640,1.172023,1.553152,1.705763,events/second
1552604333,166,1.119031,1.145614,1.535017,1.697965,events/second
1552604343,176,1.111507,1.123260,1.517477,1.690253,events/second
1552604353,186,1.104915,1.104337,1.500512,1.682626,events/second
1552604363,199,1.115828,1.120302,1.490715,1.677299,events/second
1552604373,211,1.120144,1.149807,1.484545,1.673139,events/second
1552604383,223,1.124314,1.126809,1.468659,1.665701,events/second
1552604393,235,1.127958,1.120775,1.456491,1.659441,events/second
1552604403,249,1.140398,1.178354,1.457890,1.657676,events/second
1552604413,261,1.143025,1.213659,1.456047,1.654835,events/second
1552604423,273,1.145417,1.180859,1.441096,1.647600,events/second
1552604433,284,1.143587,1.214501,1.439749,1.644864,events/second
1552604443,299,1.157363,1.244257,1.438500,1.642164,events/second
1552604453,311,1.158961,1.238741,1.430736,1.637285,events/second
1552604463,320,1.149605,1.202090,1.416615,1.630243,events/second
1552604473,335,1.161816,1.217760,1.412819,1.626597,events/second
1552604483,349,1.169744,1.231025,1.409148,1.622991,events/second
