t,count
1552351028,1
1552351038,2
1552351048,2
1552351058,4
1552351068,6
1552351078,6
1552351088,8
1552351098,10
1552351108,12
1552351118,13
1552351128,13
1552351138,13
1552351148,14
1552351158,14
1552351168,16
1552351178,17
1552351188,19
1552351198,19
1552351208,20
1552351218,20
1552351228,20
1552351238,21
1552351248,22
1552351258,24
1552351268,25
1552351278,26
1552351288,27
1552351298,28
1552351308,29
1552351318,32
1552351328,33
1552351338,35
1552351348,37
1552351358,38
1552351368,39
1552351378,42
1552351388,44
1552351398,45
1552351408,46
1552351418,46
1552351428,50
1552351438,50
1552351448,50
1552351458,51
1552351468,52
1552351478,52
1552351488,53
1552351498,53
1552351508,54
1552351518,56
1552351528,59
1552351538,59
1552351548,62
1552351558,64
1552351568,64
1552351578,66
1552351588,66
1552351598,68
1552351608,68
1552351618,73
1552351628,73
1552351638,75
1552351648,76
1552351658,76
1552351668,76
1552351678,76
1552351688,78
1552351698,80
1552351708,82
1552351718,83
1552351728,84
1552351738,85
1552351748,86
1552351758,88
1552351768,89
1552351778,91
1552351788,92
1552351798,93
1552351808,94
1552351818,95
1552351828,98
1552351838,100
1552351848,100
1552351858,100
1552351868,102
1552351878,103
1552351888,103
1552351898,105
1552351908,105
1552351918,105
1552351928,106
1552351938,109
1552351948,110
1552351958,110
1552351968,110
1552351978,110
1552351988,110
1552351998,110
1552352008,110
1552352018,110
1552352028,111
1552352038,111
1552352048,111
1552352058,111
1552352068,112
1552352078,112
1552352088,112
1552352098,112
1552352108,112
1552352118,113
1552352128,113
1552352138,113
1552352148,113
1552352158,113
1552352168,113
1552352178,113
1552352188,113
1552352198,113
1552352208,113
1552352218,113
1552352228,113
1552352238,113
1552352248,113
1552352258,113
1552352268,113
1552352278,113
1552352288,113
1552352298,113
1552352308,113
1552352318,113
1552352328,113
1552352338,113
1552352348,113
1552352358,113
1552352368,113
1552352378,113
1552352388,113
1552352398,113
1552352408,113
1552352418,113
1552352428,113
1552352438,113
1552352448,113
1552352458,113
1552352468,113
1552352478,114
1552352488,114
1552352498,114
1552352508,114
1552352518,114
1552352528,114
1552352538,114
1552352548,114
1552352558,114
1552352568,114
1552352578,114
1552352588,114
1552352598,114
1552352608,114
1552352618,114
1552352628,114
1552352638,114
1552352648,114
1552352658,114
1552352668,114
1552352678,114
1552352688,114
