t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554650570,11,1.145999,1.000000,1.000000,1.000000,events/second
1554650580,23,1.173285,1.045416,1.009808,1.003312,events/second
1554650590,38,1.283727,1.069148,1.016043,1.005485,events/second
1554650600,58,1.464828,1.197338,1.045050,1.015372,events/second
1554650610,77,1.552399,1.305849,1.073106,1.025150,events/second
1554650620,95,1.593963,1.397701,1.100242,1.034820,events/second
1554650630,114,1.637932,1.491444,1.129794,1.045491,events/second
1554650640,133,1.670948,1.572073,1.158432,1.056050,events/second
1554650650,154,1.718878,1.608343,1.179520,1.064277,events/second
1554650660,174,1.747072,1.652478,1.203113,1.073508,events/second
1554650670,194,1.770119,1.736533,1.235795,1.085955,events/second
1554650680,217,1.814499,1.808962,1.267460,1.098271,events/second
1554650690,240,1.851912,1.854281,1.294781,1.109343,events/second
1554650700,259,1.855382,1.906077,1.324403,1.121388,events/second
1554650710,280,1.871717,1.921774,1.346606,1.131103,events/second
1554650720,300,1.877947,1.933783,1.368027,1.140704,events/second
1554650730,318,1.875047,1.897254,1.378883,1.146881,events/second
1554650740,338,1.882006,1.945010,1.405857,1.158523,events/second
1554650750,359,1.893426,1.938739,1.422084,1.166719,events/second
1554650760,378,1.893543,1.948144,1.441031,1.175927,events/second
1554650770,399,1.903659,1.956105,1.459356,1.185032,events/second
1554650780,417,1.898974,1.961565,1.477026,1.194031,events/second
1554650790,437,1.903380,1.983456,1.497477,1.204045,events/second
1554650800,458,1.911550,1.972562,1.510755,1.211744,events/second
1554650810,476,1.907112,1.976774,1.526794,1.220454,events/second
1554650820,497,1.914508,1.949636,1.535751,1.226858,events/second
1554650830,516,1.913979,1.972081,1.554222,1.236503,events/second
1554650840,535,1.913474,1.928393,1.558919,1.241615,events/second
1554650850,552,1.906135,1.936829,1.573270,1.249983,events/second
