t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554677353,10,1.068833,0.800000,0.800000,0.800000,events/second
1554677363,23,1.188616,0.861407,0.813114,0.804420,events/second
1554677373,41,1.397068,0.960082,0.835660,0.812109,events/second
1554677383,61,1.550290,1.119729,0.873831,0.825235,events/second
1554677393,79,1.600702,1.254866,0.910752,0.838215,events/second
1554677403,101,1.701704,1.371815,0.946571,0.851065,events/second
1554677413,119,1.715956,1.452262,0.977800,0.862652,events/second
1554677423,140,1.764375,1.520359,1.008006,0.874111,events/second
1554677433,161,1.801943,1.623417,1.047030,0.888756,events/second
1554677443,180,1.811831,1.681230,1.078272,0.901034,events/second
1554677453,200,1.829050,1.715454,1.105239,0.912076,events/second
1554677463,220,1.843409,1.759137,1.134573,0.924097,events/second
1554677473,239,1.847761,1.796114,1.162945,0.935985,events/second
1554677483,258,1.851503,1.812702,1.187136,0.946640,events/second
1554677493,278,1.861464,1.842734,1.213839,0.958286,events/second
1554677503,293,1.838782,1.788200,1.223139,0.964262,events/second
1554677513,313,1.848296,1.852698,1.255218,0.977923,events/second
1554677523,335,1.867911,1.847165,1.273188,0.987019,events/second
1554677533,353,1.864331,1.853358,1.293655,0.997097,events/second
1554677543,370,1.856090,1.859879,1.313506,1.007071,events/second
1554677553,392,1.872513,1.867956,1.332816,1.016947,events/second
1554677563,409,1.864650,1.870958,1.351328,1.026695,events/second
1554677573,428,1.866195,1.876056,1.369343,1.036348,events/second
1554677583,446,1.863415,1.848388,1.380156,1.043678,events/second
1554677593,465,1.864904,1.871664,1.400477,1.054245,events/second
1554677603,485,1.870109,1.876653,1.416881,1.063593,events/second
1554677613,504,1.871217,1.895589,1.435998,1.073940,events/second
1554677623,524,1.875826,1.880914,1.447931,1.081963,events/second
1554677633,543,1.876653,1.897918,1.465975,1.092101,events/second
1554677643,560,1.870760,1.897598,1.480177,1.101024,events/second
1554677653,581,1.878179,1.915876,1.497328,1.110970,events/second
1554677663,600,1.878824,1.882096,1.503945,1.117476,events/second
1554677673,615,1.867347,1.882926,1.516847,1.126113,events/second
1554677683,635,1.871254,1.840771,1.519628,1.131355,events/second
1554677693,653,1.869226,1.879928,1.538628,1.142055,events/second
1554677703,675,1.878424,1.884927,1.550557,1.150440,events/second
1554677713,694,1.879010,1.885323,1.561931,1.158713,events/second
1554677723,712,1.876921,1.901650,1.576238,1.168003,events/second
