t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554848318,4,1.113965,0.000000,0.000000,0.000000,events/second
1554848328,13,0.954216,1.000000,1.000000,1.000000,events/second
1554848338,23,0.972117,0.984009,0.996694,0.998892,events/second
1554848348,42,1.249403,1.050428,1.010026,1.003336,events/second
1554848358,69,1.582236,1.273603,1.058900,1.019877,events/second
1554848368,100,1.863724,1.538637,1.122537,1.041757,events/second
1554848378,132,2.075106,1.793686,1.190644,1.065604,events/second
1554848388,161,2.186550,1.977599,1.249907,1.086972,events/second
1554848398,197,2.354926,2.183808,1.317254,1.111441,events/second
1554848408,232,2.477661,2.383950,1.388731,1.137824,events/second
1554848418,276,2.663678,2.680016,1.484256,1.172774,events/second
1554848428,325,2.859672,2.962614,1.583260,1.209554,events/second
1554848438,391,3.162733,3.415474,1.724862,1.261391,events/second
1554848448,454,3.396037,3.919069,1.887939,1.321483,events/second
1554848458,517,3.599829,4.255800,2.026108,1.374292,events/second
1554848468,578,3.762918,4.588810,2.169666,1.429843,events/second
1554848478,640,3.911697,4.806732,2.295294,1.480348,events/second
1554848488,705,4.059633,5.036615,2.426611,1.533606,events/second
1554848498,777,4.231955,5.323318,2.573293,1.592906,events/second
1554848508,843,4.354336,5.560892,2.714948,1.651525,events/second
1554848518,909,4.464099,5.722972,2.842425,1.706216,events/second
1554848528,972,4.550240,5.857611,2.965613,1.760291,events/second
