t,value
1554848318,0.060034305317324184
1554848328,0.17582417582417584
1554848338,0.20795964125560537
1554848348,0.2043642467477969
1554848358,0.2108615487763996
1554848368,0.22188110521909016
1554848378,0.21539564905570166
1554848388,0.2121655518394649
1554848398,0.21415304606240712
1554848408,0.21457219251336898
1554848418,0.2206865127582017
1554848428,0.223413140311804
1554848438,0.22854573484069887
1554848448,0.23488011451747584
1554848458,0.23319234194122884
1554848468,0.23674874791318865
1554848478,0.23625294579732914
1554848488,0.23516320474777447
1554848498,0.23462754743499648
1554848508,0.23773364485981308
1554848518,0.2403051493960585
1554848528,0.236498786407767
