t,count
1554841173,3
1554841183,9
1554841193,14
1554841203,19
1554841213,24
1554841223,31
1554841233,36
1554841243,42
1554841253,47
1554841263,52
1554841273,59
1554841283,65
1554841293,72
1554841303,80
1554841313,87
1554841323,96
1554841333,106
1554841343,116
1554841353,126
1554841363,135
1554841373,145
1554841383,155
1554841393,165
1554841403,175
1554841413,185
1554841423,195
1554841433,205
1554841443,215
1554841453,225
1554841463,235
1554841473,245
1554841483,255
1554841493,265
1554841503,275
1554841513,285
1554841523,295
1554841533,305
1554841543,315
