t,value
1552607145,0.4918918918918919
1552607155,0.49566724436741766
1552607165,0.49686609686609684
1552607175,0.49787595581988103
1552607185,0.4981387478849408
1552607195,0.49873417721518987
1552607205,0.498676293622142
1552607215,0.49884332281808624
1552607225,0.4984126984126984
1552607235,0.4984047019311503
1552607245,0.4983981693363844
1552607255,0.4980435997764114
1552607265,0.4981302385557705
1552607275,0.4980251346499102
1552607285,0.4977107761027359
1552607295,0.49754055468341185
1552607305,0.4967011324470704
1552607315,0.49511854951185497
1552607325,0.49326287978863936
1552607335,0.4912588874947721
1552607345,0.48944643568299484
1552607355,0.48764728240212846
1552607365,0.4857142857142857
1552607375,0.4834552420759317
1552607385,0.4817786693413574
1552607395,0.4802314368370299
1552607405,0.4789229340761374
1552607415,0.4780662488809311
1552607425,0.4773264188994526
1552607435,0.47697020328599277
1552607445,0.47582861762328216
1552607455,0.4751761942051684
1552607465,0.47501898253606684
1552607477,0.46150111661326343
1552607485,0.4537602595915251
1552607495,0.4413825098585015
1552607505,0.43550279833905037
1552607515,0.43462975170292245
1552607525,0.4350246199957183
1552607535,0.43439782926320186
1552607545,0.4331962373254062
1552607555,0.42902007553170346
1552607565,0.425237817899437
1552607575,0.4221589831151584
1552607585,0.4220738267482842
1552607595,0.42108510252222825
1552607605,0.4154709475777809
1552607615,0.40886802295253
1552607625,0.4023027660444202
1552607635,0.3985178261450127
1552607645,0.3975978531221364
