t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1553045016,15,1.681493,1.600000,1.600000,1.600000,events/second
1553045026,27,1.427385,1.582730,1.596640,1.598886,events/second
1553045036,41,1.418182,1.541244,1.586997,1.595592,events/second
1553045046,54,1.387694,1.503569,1.577560,1.592323,events/second
1553045056,69,1.410518,1.506218,1.575154,1.591318,events/second
1553045066,82,1.391738,1.475199,1.566161,1.588103,events/second
1553045076,92,1.334965,1.415681,1.550796,1.582700,events/second
1553045086,107,1.355964,1.381292,1.539241,1.578465,events/second
1553045096,118,1.327194,1.366894,1.531316,1.575379,events/second
1553045106,129,1.304248,1.358542,1.523815,1.572345,events/second
1553045116,145,1.331380,1.351473,1.516559,1.569345,events/second
1553045126,160,1.345499,1.373635,1.515989,1.568576,events/second
1553045136,170,1.318728,1.362970,1.508935,1.565611,events/second
1553045146,181,1.302985,1.291257,1.488945,1.558254,events/second
1553045156,197,1.322962,1.325220,1.489389,1.557619,events/second
1553045166,208,1.308902,1.288727,1.476541,1.552553,events/second
1553045176,226,1.337783,1.352504,1.483895,1.554186,events/second
