t,count
1554825123,5
1554825133,15
1554825143,24
1554825153,34
1554825163,44
1554825173,53
1554825183,63
1554825193,72
1554825203,82
1554825213,92
1554825223,102
1554825233,112
1554825243,122
1554825253,132
1554825263,142
1554825273,152
1554825283,162
1554825293,172
1554825303,182
1554825313,192
1554825323,201
1554825333,211
1554825343,221
1554825353,231
1554825363,241
1554825373,251
1554825383,261
1554825393,271
1554825403,280
1554825413,290
1554825423,300
1554825433,310
1554825443,320
1554825453,330
1554825463,340
1554825473,350
