t,count
1554825123,4
1554825133,10
1554825143,15
1554825153,21
1554825163,27
1554825173,32
1554825183,38
1554825193,43
1554825203,49
1554825213,56
1554825223,61
1554825233,67
1554825243,75
1554825253,80
1554825263,86
1554825273,91
1554825283,97
1554825293,102
1554825303,107
1554825313,115
1554825323,120
1554825333,127
1554825343,132
1554825353,137
1554825363,143
1554825373,151
1554825383,160
1554825393,169
1554825403,179
1554825413,189
1554825423,199
1554825433,208
1554825443,218
1554825453,228
1554825463,238
1554825473,248
