t,count
1554825109,4
1554825119,14
1554825129,23
1554825139,33
1554825149,42
1554825159,52
1554825169,61
1554825179,71
1554825189,81
1554825199,90
1554825209,100
1554825219,109
1554825229,119
1554825239,129
1554825249,139
1554825259,149
1554825269,159
1554825279,168
1554825289,178
1554825299,188
1554825309,198
1554825319,208
1554825329,218
1554825339,228
1554825349,238
1554825359,247
1554825369,257
1554825379,267
1554825389,276
1554825399,286
1554825409,296
1554825419,306
1554825429,316
1554825439,326
1554825449,336
1554825459,346
1554825469,355
