t,count
1554825119,6
1554825129,13
1554825139,19
1554825149,25
1554825159,31
1554825169,36
1554825179,41
1554825189,46
1554825199,52
1554825209,58
1554825219,64
1554825229,70
1554825239,79
1554825249,85
1554825259,92
1554825269,97
1554825279,102
1554825289,107
1554825299,112
1554825309,119
1554825319,124
1554825329,132
1554825339,140
1554825349,149
1554825359,159
1554825369,169
1554825379,179
1554825389,188
1554825399,198
1554825409,207
1554825419,217
1554825429,227
1554825439,237
1554825449,247
1554825459,257
1554825469,267
