t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554825109,3,1.306421,0.000000,0.000000,0.000000,events/second
1554825119,12,0.918536,0.984009,0.996694,0.998892,events/second
1554825129,21,0.909527,0.971751,0.993552,0.997802,events/second
1554825139,38,1.149497,1.054765,1.010237,1.003361,events/second
1554825149,57,1.324137,1.155738,1.032932,1.011067,events/second
1554825159,89,1.677484,1.425432,1.094224,1.031949,events/second
1554825169,121,1.919206,1.681870,1.159954,1.054797,events/second
1554825179,156,2.135692,1.976338,1.239948,1.082920,events/second
1554825189,190,2.287538,2.196174,1.310817,1.108529,events/second
1554825199,225,2.417970,2.396975,1.382615,1.134957,events/second
1554825209,264,2.561249,2.613643,1.461921,1.164411,events/second
1554825219,304,2.683785,2.765067,1.532015,1.191323,events/second
1554825229,339,2.749815,2.938661,1.609620,1.221250,events/second
1554825239,371,2.785933,2.993494,1.665010,1.244216,events/second
1554825249,404,2.822048,3.025196,1.715333,1.265827,events/second
1554825259,438,2.859388,3.097448,1.773814,1.290511,events/second
1554825269,469,2.876151,3.097200,1.817264,1.310502,events/second
1554825279,504,2.909378,3.174389,1.875709,1.335800,events/second
1554825289,536,2.926906,3.162330,1.915819,1.355290,events/second
1554825299,569,2.945917,3.154679,1.954723,1.374578,events/second
1554825309,599,2.949998,3.191062,2.002050,1.396952,events/second
1554825319,642,3.013402,3.287102,2.061103,1.423517,events/second
1554825329,683,3.061959,3.396545,2.124668,1.451986,events/second
1554825339,722,3.097893,3.487908,2.186094,1.480135,events/second
1554825349,761,3.130910,3.551811,2.242309,1.506876,events/second
1554825359,799,3.156705,3.588634,2.293322,1.532208,events/second
1554825369,839,3.188490,3.666498,2.352525,1.560578,events/second
1554825379,874,3.199394,3.640299,2.390116,1.582005,events/second
1554825389,908,3.206618,3.618121,2.426475,1.603195,events/second
1554825399,939,3.203708,3.601905,2.461751,1.624163,events/second
1554825409,971,3.202512,3.464085,2.469589,1.636054,events/second
1554825419,1002,3.200170,3.471517,2.503452,1.656659,events/second
1554825429,1036,3.206555,3.400409,2.519786,1.671508,events/second
1554825439,1069,3.209396,3.444484,2.558396,1.693913,events/second
1554825449,1109,3.229885,3.406951,2.579430,1.710555,events/second
1554825459,1143,3.236469,3.497995,2.626002,1.735852,events/second
1554825469,1180,3.249490,3.514933,2.657988,1.756457,events/second
