t,count
1554825117,2
1554825127,7
1554825137,12
1554825147,17
1554825157,22
1554825167,27
1554825177,32
1554825187,37
1554825197,42
1554825207,48
1554825217,53
1554825227,80
1554825237,85
1554825247,90
1554825257,95
1554825267,100
1554825277,105
1554825287,110
1554825297,115
1554825307,120
1554825317,125
1554825327,130
1554825337,135
1554825347,140
1554825357,145
1554825367,150
1554825377,155
1554825387,160
1554825397,168
1554825407,176
1554825417,184
1554825427,193
1554825437,203
1554825447,213
1554825457,222
