t,count
1554825117,2
1554825127,9
1554825137,14
1554825147,19
1554825157,24
1554825167,30
1554825177,36
1554825187,41
1554825197,47
1554825207,52
1554825217,59
1554825227,64
1554825237,71
1554825247,78
1554825257,83
1554825267,90
1554825277,95
1554825287,100
1554825297,105
1554825307,111
1554825317,117
1554825327,124
1554825337,130
1554825347,135
1554825357,140
1554825367,147
1554825377,156
1554825387,165
1554825397,175
1554825407,185
1554825417,195
1554825427,204
1554825437,214
1554825447,224
1554825457,234
