t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554825117,3,4.466402,0.000000,0.000000,0.000000,events/second
1554825127,79,7.413626,7.095947,7.019834,7.006648,events/second
1554825137,149,7.207367,7.047956,7.012518,7.004353,events/second
1554825147,217,7.082146,7.039316,7.012053,7.004298,events/second
1554825157,287,7.059465,7.016010,7.008297,7.003137,events/second
1554825167,364,7.185323,7.103106,7.027586,7.009719,events/second
1554825177,438,7.223544,7.175553,7.046189,7.016223,events/second
1554825187,508,7.192077,7.146045,7.044565,7.016032,events/second
1554825197,567,7.030243,6.954115,7.007014,7.003697,events/second
1554825207,629,6.938974,6.853057,6.983808,6.995918,events/second
1554825217,689,6.845648,6.723376,6.951610,6.984920,events/second
1554825227,770,6.958103,6.939188,6.989450,6.997263,events/second
1554825237,822,6.813495,6.672191,6.930785,6.977404,events/second
1554825247,874,6.689755,6.450018,6.874207,6.957782,events/second
1554825257,929,6.605817,6.288821,6.825877,6.940570,events/second
1554825267,980,6.505912,6.124224,6.772683,6.921349,events/second
1554825277,1035,6.443302,6.048861,6.734457,6.906773,events/second
1554825287,1082,6.340165,5.839868,6.667677,6.882380,events/second
1554825297,1130,6.255824,5.682787,6.606557,6.859383,events/second
1554825307,1188,6.231609,5.703338,6.580224,6.847690,events/second
1554825317,1239,6.174360,5.611354,6.531724,6.828381,events/second
1554825327,1291,6.128915,5.550761,6.488174,6.810401,events/second
1554825337,1344,6.091430,5.512904,6.449248,6.793714,events/second
1554825347,1388,6.017818,5.340774,6.382011,6.767259,events/second
1554825357,1404,5.834324,4.781209,6.228489,6.711264,events/second
1554825367,1415,5.645665,4.202003,6.057134,6.648163,events/second
1554825377,1432,5.494218,3.833252,5.917568,6.594593,events/second
1554825387,1453,5.368805,3.554371,5.789244,6.543837,events/second
1554825397,1482,5.280865,3.437283,5.691191,6.502463,events/second
1554825407,1501,5.164370,3.212798,5.570015,6.452694,events/second
1554825417,1510,5.022267,2.858381,5.416941,6.391342,events/second
1554825427,1519,4.890046,2.557094,5.268831,6.330661,events/second
1554825437,1528,4.765341,2.302061,5.125576,6.270652,events/second
1554825447,1537,4.648626,2.102170,4.990324,6.212413,events/second
1554825457,1550,4.550305,1.982219,4.869477,6.158148,events/second
