t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1552484125,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552484135,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552484145,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552484155,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552484165,60,0.519394,0.310614,0.206843,0.062746,0.310143,0.344521,0.406212,0.439682,0.519394,0.519394,1.206221,0.000000,0.000000,0.000000,calls/second,milliseconds
1552484175,579,0.519394,0.173564,0.084868,0.066384,0.152638,0.190483,0.324651,0.363722,0.405487,0.519394,9.688294,5.291834,1.109871,0.372940,calls/second,milliseconds
1552484185,1073,0.519394,0.141816,0.063415,0.058660,0.124016,0.154739,0.268984,0.339389,0.384694,0.451132,15.381550,12.050458,2.692464,0.914608,calls/second,milliseconds
1552484195,1584,0.519394,0.125249,0.066667,0.048950,0.112250,0.131182,0.218758,0.310143,0.346380,0.411650,19.861614,18.012655,4.272813,1.466918,calls/second,milliseconds
1552484205,2100,1.187274,0.119704,0.066340,0.055667,0.109300,0.124057,0.183130,0.269731,0.339389,1.187274,23.397148,23.104962,5.811160,2.016437,calls/second,milliseconds
1552484215,2589,0.519394,0.113287,0.061082,0.036897,0.105249,0.120152,0.166855,0.227058,0.295067,0.406212,25.953025,27.410392,7.298855,2.559859,calls/second,milliseconds
1552484225,3095,0.519394,0.106104,0.058312,0.036135,0.099733,0.114796,0.159671,0.212107,0.274815,0.406212,28.200872,30.717750,8.663058,3.071940,calls/second,milliseconds
1552484235,3583,0.519394,0.099304,0.057366,0.030810,0.093083,0.108936,0.140555,0.177132,0.214258,0.387599,29.920268,33.782194,10.041056,3.598196,calls/second,milliseconds
1552484245,4082,0.519394,0.095599,0.057366,0.027544,0.089529,0.103467,0.138167,0.166855,0.194795,0.384694,31.459934,35.906037,11.272494,4.084411,calls/second,milliseconds
1552484255,4587,0.519394,0.092842,0.057366,0.024631,0.087455,0.100358,0.128063,0.160541,0.179034,0.344221,32.822335,38.091472,12.548307,4.593927,calls/second,milliseconds
1552484265,5111,0.519394,0.091534,0.057366,0.022643,0.086269,0.099138,0.125247,0.155493,0.169464,0.295067,34.130504,40.270823,13.851441,5.121052,calls/second,milliseconds
