t,count
1554677283,0
1554677293,0
1554677303,0
1554677313,0
1554677323,0
1554677333,0
1554677343,0
1554677353,95
1554677363,228
1554677373,356
1554677383,522
1554677393,664
1554677403,833
1554677413,1006
1554677423,1115
1554677433,1274
1554677443,1389
1554677453,1500
1554677463,1622
1554677473,1774
1554677483,1945
1554677493,2021
1554677503,2167
1554677513,2265
1554677523,2353
1554677533,2502
1554677543,2640
1554677553,2803
1554677563,2945
1554677573,3038
1554677583,3199
1554677593,3360
1554677603,3505
1554677613,3687
1554677623,3842
1554677633,3985
1554677643,4147
1554677653,4311
1554677663,4473
1554677673,4638
1554677683,4779
1554677693,4953
1554677703,5168
1554677713,5341
1554677723,5505
