t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1552413140,18,0.607654,0.207663,0.045573,0.015433,events/second
1552413343,20,0.677169,0.233653,0.051915,0.017618,events/second
1552413373,53,0.890422,0.561358,0.148481,0.052010,events/second
1552413773,33,1.112362,0.344014,0.074998,0.025368,events/second
1552413803,69,1.154750,0.732170,0.197207,0.069259,events/second
1552413833,104,1.160384,0.906881,0.289648,0.105258,events/second
1552413863,136,1.137326,0.977058,0.366474,0.137836,events/second
1552413893,172,1.149929,1.027964,0.436409,0.169395,events/second
1552413923,205,1.141282,1.094543,0.509021,0.203176,events/second
1552413953,238,1.135652,1.081255,0.561981,0.231472,events/second
1552413983,272,1.135365,1.103719,0.616456,0.261051,events/second
1552414013,309,1.146054,1.116246,0.665694,0.289654,events/second
1552414043,344,1.148297,1.162364,0.719692,0.320588,events/second
1552414073,381,1.156019,1.191791,0.768649,0.350521,events/second
1552414103,418,1.162363,1.196480,0.809754,0.378376,events/second
1552414133,456,1.170493,1.225139,0.855804,0.408521,events/second
1552414163,508,1.209097,1.439525,0.945246,0.456286,events/second
1552414695,20,0.673374,0.220023,0.048717,0.016522,events/second
1552414725,56,0.938118,0.603173,0.158168,0.055309,events/second
1552414796,20,0.673320,0.235912,0.052022,0.017630,events/second
1552414826,58,0.971641,0.600357,0.158013,0.055291,events/second
1552415091,19,0.639679,0.221199,0.048771,0.016529,events/second
1552415121,56,0.938085,0.607141,0.158375,0.055333,events/second
1552415151,89,0.992202,0.802705,0.248062,0.089591,events/second
1552432855,2,3.767853,0.000000,0.000000,0.000000,events/second
1552432865,11,1.044319,1.184009,1.196694,1.198892,events/second
1552432875,22,1.071424,1.155760,1.190246,1.196694,events/second
1552432885,32,1.048100,1.147839,1.187315,1.195629,events/second
1552432895,43,1.060973,1.141134,1.184479,1.194575,events/second
1552432905,54,1.068693,1.119468,1.178431,1.192425,events/second
1552432915,64,1.057377,1.101127,1.172582,1.190299,events/second
1552432925,75,1.063427,1.100315,1.170175,1.189298,events/second
1552432935,85,1.055578,1.100906,1.167902,1.188315,events/second
1552432945,96,1.060497,1.101406,1.165703,1.187342,events/second
1552432955,107,1.064405,1.101829,1.163576,1.186380,events/second
1552432965,118,1.067622,1.086197,1.158214,1.184320,events/second
1552432975,129,1.070315,1.087677,1.156278,1.183386,events/second
1552432985,139,1.064935,1.074217,1.151154,1.181359,events/second
1552432995,150,1.067430,1.077536,1.149450,1.180457,events/second
1552433005,160,1.062950,1.065632,1.144550,1.178463,events/second
1552433015,171,1.065255,1.086260,1.146368,1.178701,events/second
1552433025,181,1.061432,1.073018,1.141570,1.176727,events/second
1552433035,192,1.063567,1.061808,1.136929,1.174774,events/second
1552433045,202,1.060232,1.052320,1.132440,1.172843,events/second
1552433055,212,1.057230,1.044288,1.128098,1.170933,events/second
1552433065,222,1.054513,1.053480,1.127204,1.170152,events/second
1552433075,233,1.056575,1.045270,1.123034,1.168272,events/second
1552433085,243,1.054119,1.038320,1.119000,1.166413,events/second
1552433095,253,1.051871,1.032437,1.115099,1.164574,events/second
1552433105,263,1.049802,1.042170,1.114576,1.163857,events/second
1552433115,274,1.051730,1.035696,1.110820,1.162047,events/second
1552433125,284,1.049816,1.030216,1.107187,1.160256,events/second
1552433135,294,1.048041,1.041568,1.106979,1.159593,events/second
1552433145,305,1.049828,1.035187,1.103472,1.157830,events/second
1552433155,315,1.048173,1.029785,1.100079,1.156086,events/second
1552433165,326,1.049840,1.039925,1.100049,1.155463,events/second
1552433175,336,1.048286,1.049787,1.100075,1.154853,events/second
1552433185,346,1.046826,1.042144,1.096794,1.153142,events/second
1552433195,357,1.048386,1.035674,1.093621,1.151450,events/second
1552433205,369,1.052711,1.060901,1.097109,1.151987,events/second
1552433215,380,1.054023,1.066264,1.097176,1.151409,events/second
1552433225,390,1.052565,1.072082,1.097296,1.150844,events/second
1552433235,401,1.053813,1.077008,1.097412,1.150285,events/second
1552433245,412,1.054995,1.065186,1.094218,1.148625,events/second
1552433255,424,1.058615,1.085882,1.097686,1.149193,events/second
1552433265,434,1.057189,1.072698,1.094484,1.147544,events/second
1552433275,444,1.055827,1.061537,1.091386,1.145914,events/second
1552433285,454,1.054530,1.052090,1.088390,1.144301,events/second
1552433295,464,1.053293,1.060084,1.088798,1.143815,events/second
1552433305,475,1.054330,1.050860,1.085887,1.142226,events/second
1552433315,485,1.053151,1.043052,1.083071,1.140654,events/second
1552433325,495,1.052022,1.036443,1.080348,1.139100,events/second
1552433335,505,1.050938,1.045561,1.080965,1.138665,events/second
1552433345,516,1.051938,1.038566,1.078310,1.137133,events/second
1552433355,527,1.052899,1.047358,1.078994,1.136720,events/second
1552433365,537,1.051862,1.040088,1.076404,1.135209,events/second
1552433375,548,1.052787,1.048646,1.077151,1.134817,events/second
1552433385,559,1.053679,1.055891,1.077872,1.134429,events/second
