t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1552413140,353,11.931287,3.893618,0.850607,0.287823,events/second
1552413343,398,13.480516,4.511162,0.997423,0.338199,events/second
1552413373,997,16.753088,10.605545,2.805757,0.982789,events/second
1552413773,794,26.762146,8.706914,1.890059,0.638852,events/second
1552413803,2305,38.582400,24.424747,6.331116,2.209293,events/second
1552413833,3783,42.214067,34.951283,10.584973,3.809186,events/second
1552413863,5067,42.377617,38.279245,13.707517,5.107094,events/second
1552413893,6417,42.904897,41.252449,16.744425,6.434103,events/second
1552413923,7259,40.414993,36.777942,18.044054,7.222726,events/second
1552413953,7986,38.108377,31.804236,18.633774,7.781213,events/second
1552413983,8825,36.838471,29.674024,19.359956,8.386489,events/second
1552414013,9964,36.957104,32.721843,21.092415,9.343844,events/second
1552414043,11163,37.264297,35.566500,22.885857,10.346746,events/second
1552414073,12315,37.367057,36.698318,24.365580,11.267555,events/second
1552414103,13467,37.449813,37.449878,25.720450,12.163654,events/second
1552414133,14484,37.179595,36.220476,26.547508,12.893501,events/second
1552414163,14683,34.946072,23.962702,24.683099,12.776058,events/second
1552414695,1009,33.986201,10.886446,2.373706,0.802944,events/second
1552414725,2439,40.867245,25.712979,6.835235,2.395306,events/second
1552414796,930,31.319806,10.020642,2.192534,0.742076,events/second
1552414826,2521,42.239892,27.223421,7.102478,2.481388,events/second
1552415091,910,30.650140,9.941965,2.160454,0.730371,events/second
1552415121,2594,43.462513,28.248214,7.313278,2.551522,events/second
1552415151,2926,32.624580,23.507590,8.352953,3.077322,events/second
1552432855,30,55.939672,0.000000,0.000000,0.000000,events/second
1552432865,601,57.038424,56.679956,56.616529,56.605540,events/second
1552432875,1176,57.262467,56.789217,56.642159,56.614312,events/second
1552432885,1750,57.311127,56.864435,56.663589,56.621874,events/second
1552432895,2318,57.189114,56.854543,56.668061,56.623842,events/second
1552432905,2888,57.151562,56.880709,56.679107,56.628017,events/second
1552432915,3456,57.095241,56.913735,56.692879,56.633229,events/second
1552432925,4026,57.082024,56.884119,56.693249,56.633982,events/second
1552432935,4593,57.036200,56.882082,56.699836,56.636900,events/second
1552432945,5159,56.988672,56.840056,56.696617,56.636498,events/second
1552432955,5729,56.988613,56.833907,56.700006,56.638305,events/second
1552432965,6297,56.971179,56.887552,56.716289,56.644499,events/second
1552432975,6836,56.716892,56.423154,56.623714,56.614146,events/second
1552432985,7394,56.647040,56.295506,56.590098,56.602934,events/second
1552432995,7965,56.679213,56.388946,56.600285,56.606219,events/second
1552433005,8528,56.654029,56.404077,56.596916,56.605037,events/second
1552433015,9092,56.638069,56.403451,56.590460,56.602771,events/second
1552433025,9650,56.589111,56.308253,56.564436,56.593888,events/second
1552433035,10208,56.545243,56.258374,56.545823,56.587314,events/second
1552433045,10768,56.516789,56.214873,56.527764,56.580806,events/second
1552433055,11203,55.867738,54.373576,56.126372,56.445049,events/second
1552433065,11602,55.109328,52.166969,55.597686,56.263338,events/second
1552433075,11985,54.347097,50.036218,55.030519,56.064841,events/second
1552433085,12375,53.681241,48.341957,54.504976,55.876281,events/second
1552433095,12765,53.070975,46.907796,53.996662,55.689805,events/second
1552433105,13150,52.489422,45.613849,53.488485,55.499849,events/second
1552433115,13532,51.941054,44.476966,52.987323,55.308698,events/second
1552433125,13922,51.462587,43.636152,52.528764,55.128494,events/second
1552433135,14087,50.216311,39.674998,51.406175,54.722241,events/second
1552433145,14419,49.630516,38.419258,50.727318,54.455328,events/second
1552433155,14981,49.849271,41.147649,50.906679,54.474600,events/second
1552433165,15550,50.076207,43.537137,51.096689,54.499199,events/second
