t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554663185,7,0.770831,0.800000,0.800000,0.800000,events/second
1554663195,24,1.257783,0.847973,0.809917,0.803324,events/second
1554663205,41,1.409801,0.991570,0.842267,0.814325,events/second
1554663215,59,1.509783,1.114400,0.873610,0.825210,events/second
1554663225,78,1.589263,1.234365,0.907232,0.837083,events/second
1554663235,96,1.624929,1.319921,0.936446,0.847717,events/second
1554663245,116,1.679258,1.424326,0.971313,0.860449,events/second
1554663255,135,1.707185,1.496711,1.001732,0.871932,events/second
1554663265,155,1.740052,1.557984,1.031153,0.883289,events/second
1554663275,176,1.776357,1.641833,1.066222,0.896736,events/second
1554663285,196,1.796916,1.711531,1.100086,0.910029,events/second
1554663295,219,1.839167,1.803789,1.139505,0.925397,events/second
1554663305,240,1.859399,1.849902,1.171021,0.938379,events/second
1554663315,261,1.876662,1.859511,1.195002,0.949013,events/second
1554663325,287,1.925204,1.974468,1.241118,0.967262,events/second
1554663335,312,1.961348,2.055786,1.282416,0.984202,events/second
1554663345,332,1.963631,2.077926,1.312498,0.997636,events/second
