t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1552650777,19,1.991434,1.800000,1.800000,1.800000,events/second
1552650787,38,1.944991,1.830704,1.806557,1.802210,events/second
1552650797,56,1.895975,1.841981,1.809648,1.803294,events/second
1552650807,76,1.922361,1.836815,1.809386,1.803263,events/second
1552650817,96,1.937847,1.861867,1.815635,1.805437,events/second
1552650827,116,1.948330,1.881794,1.821625,1.807581,events/second
1552650837,136,1.955795,1.899941,1.827472,1.809707,events/second
1552650847,156,1.961369,1.915302,1.833128,1.811810,events/second
1552650857,176,1.965752,1.928305,1.838599,1.813889,events/second
1552650867,196,1.969180,1.939311,1.843891,1.815946,events/second
1552650877,216,1.971990,1.964619,1.852314,1.819087,events/second
1552650887,236,1.974390,1.955338,1.853905,1.819984,events/second
1552650897,256,1.976374,1.978186,1.862000,1.823082,events/second
1552650907,276,1.978029,1.966822,1.863273,1.823935,events/second
1552650917,294,1.966174,1.971915,1.867756,1.825880,events/second
1552650927,313,1.962022,1.930811,1.862283,1.824492,events/second
1552650937,333,1.964259,1.941433,1.866798,1.826431,events/second
1552650947,352,1.960673,1.950424,1.871165,1.828349,events/second
1552650957,372,1.962747,1.943322,1.872138,1.829144,events/second
1552650967,389,1.949446,1.952023,1.876329,1.831032,events/second
1552650977,409,1.951998,1.915251,1.870631,1.829593,events/second
1552650987,428,1.949606,1.928261,1.874872,1.831476,events/second
1552650997,447,1.947431,1.908571,1.872417,1.831128,events/second
1552651007,466,1.945485,1.906616,1.873294,1.831886,events/second
1552651017,485,1.943592,1.904961,1.874142,1.832636,events/second
1552651027,501,1.930271,1.919551,1.878269,1.834485,events/second
1552651037,512,1.899589,1.809087,1.856032,1.827474,events/second
1552651047,524,1.874566,1.684877,1.827968,1.818331,events/second
