t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1553045016,15,1.564946,1.400000,1.400000,1.400000,events/second
1553045026,28,1.430157,1.397443,1.399891,1.399988,events/second
1553045036,44,1.487693,1.396557,1.399840,1.399982,events/second
1553045046,56,1.414917,1.409241,1.402987,1.401072,events/second
1553045056,74,1.492799,1.457074,1.412861,1.404390,events/second
1553045066,86,1.443499,1.432321,1.409133,1.403233,events/second
1553045076,96,1.379704,1.380664,1.398971,1.399880,events/second
1553045086,113,1.419969,1.368920,1.395754,1.398779,events/second
1553045096,124,1.384336,1.387126,1.399090,1.399888,events/second
1553045106,137,1.375868,1.375668,1.395923,1.398794,events/second
1553045116,156,1.423738,1.397952,1.399472,1.399928,events/second
1553045126,174,1.455170,1.474386,1.415854,1.405450,events/second
1553045136,185,1.427736,1.445697,1.411974,1.404276,events/second
1553045146,196,1.404301,1.390708,1.401664,1.400904,events/second
1553045156,212,1.417375,1.424117,1.408221,1.403110,events/second
1553045166,224,1.403744,1.373720,1.398089,1.399758,events/second
1553045176,241,1.421058,1.393745,1.401457,1.400869,events/second
