t,count
1554824104,3
1554824114,8
1554824124,14
1554824134,19
1554824144,25
1554824154,31
1554824164,36
1554824174,42
1554824184,48
1554824194,54
1554824204,60
1554824214,68
1554824224,74
1554824234,80
1554824244,86
1554824254,91
1554824264,96
1554824274,101
1554824284,108
1554824294,113
1554824304,120
1554824314,125
1554824324,130
1554824334,136
1554824344,143
1554824354,150
1554824364,157
1554824374,163
1554824384,170
1554824394,177
1554824404,187
1554824414,197
1554824424,207
