t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1553095002,67,8.046119,8.200000,8.200000,8.200000,events/second
1553095012,194,10.577064,8.970131,8.358783,8.253198,events/second
1553095022,359,12.590779,9.691129,8.531048,8.312327,events/second
1553095032,520,13.566217,10.552184,8.750338,8.388507,events/second
1553095042,659,13.635266,11.552288,9.026477,8.485772,events/second
1553095052,829,14.215061,11.968989,9.196522,8.548961,events/second
1553095062,1044,15.281851,13.086753,9.524803,8.666688,events/second
1553095072,1168,14.910396,13.693901,9.770142,8.758798,events/second
1553095082,1323,14.980656,13.780528,9.910507,8.816902,events/second
1553095092,1460,14.850322,13.683105,10.020617,8.866325,events/second
1553095102,1614,14.900891,14.110427,10.230195,8.949618,events/second
1553095112,1746,14.757123,14.144635,10.361215,9.007731,events/second
1553095122,1926,15.010420,14.400673,10.536979,9.081761,events/second
1553095132,2122,15.341157,15.250025,10.841531,9.200291,events/second
1553095142,2232,15.049366,14.857928,10.907677,9.241021,events/second
1553095152,2402,15.172684,14.863100,11.035884,9.302513,events/second
1553095162,2490,14.794045,14.570039,11.097352,9.342304,events/second
1553095172,2602,14.592326,13.776343,11.041706,9.342942,events/second
1553095182,2772,14.720302,13.739025,11.119894,9.387869,events/second
1553095192,2936,14.805018,14.455848,11.358619,9.487456,events/second
1553095202,3114,14.948831,14.665388,11.501739,9.556191,events/second
1553095212,3277,15.010764,15.267514,11.736988,9.657143,events/second
