t,count
1554840139,4
1554840149,11
1554840159,16
1554840169,21
1554840179,28
1554840189,33
1554840199,38
1554840209,44
1554840219,49
1554840229,54
1554840239,60
1554840249,65
1554840259,72
1554840269,80
1554840279,86
1554840289,92
1554840299,97
1554840309,102
1554840319,107
1554840329,113
1554840339,120
1554840349,126
1554840359,132
1554840369,137
1554840379,142
1554840389,148
1554840399,158
1554840409,165
1554840419,173
1554840429,182
1554840439,192
1554840449,201
1554840459,211
1554840469,221
1554840479,231
