t,count
1554840139,5
1554840149,10
1554840159,15
1554840169,20
1554840179,25
1554840189,31
1554840199,36
1554840209,41
1554840219,46
1554840229,51
1554840239,56
1554840249,61
1554840259,66
1554840269,71
1554840279,76
1554840289,81
1554840299,86
1554840309,91
1554840319,96
1554840329,101
1554840339,106
1554840349,111
1554840359,116
1554840369,121
1554840379,126
1554840389,131
1554840399,136
1554840409,141
1554840419,146
1554840429,152
1554840439,158
1554840449,167
1554840459,177
1554840469,186
1554840479,196
