t,count
1554840149,6
1554840159,16
1554840169,25
1554840179,35
1554840189,45
1554840199,54
1554840209,64
1554840219,74
1554840229,84
1554840239,94
1554840249,104
1554840259,114
1554840269,123
1554840279,133
1554840289,143
1554840299,153
1554840309,163
1554840319,173
1554840329,183
1554840339,193
1554840349,203
1554840359,213
1554840369,223
1554840379,233
1554840389,243
1554840399,253
1554840409,263
1554840419,273
1554840429,283
1554840439,293
1554840449,303
1554840459,313
1554840469,323
1554840479,333
