t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1552484124,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552484134,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552484144,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552484154,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552484164,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552484174,430,0.699699,0.203060,0.096072,0.077989,0.181573,0.230556,0.364151,0.428880,0.473502,0.699699,7.212071,3.118268,0.644613,0.216066,calls/second,milliseconds
1552484184,937,0.888857,0.152153,0.064768,0.076792,0.129254,0.175678,0.296532,0.384646,0.422142,0.888857,13.460635,10.520798,2.305540,0.780551,calls/second,milliseconds
1552484194,1413,0.888857,0.129361,0.062096,0.061016,0.111032,0.139314,0.243354,0.334866,0.370494,0.520052,17.748686,16.135104,3.776645,1.293388,calls/second,milliseconds
1552484204,1868,0.888857,0.120063,0.060747,0.052287,0.107089,0.127053,0.208280,0.264961,0.341431,0.520052,20.846470,20.984737,5.219411,1.807213,calls/second,milliseconds
1552484214,2362,0.888857,0.113994,0.060747,0.047311,0.104411,0.119256,0.177354,0.249798,0.297882,0.520052,23.711413,24.794333,6.549801,2.293316,calls/second,milliseconds
1552484224,2858,0.888857,0.106243,0.056178,0.042793,0.097778,0.113041,0.160065,0.224368,0.275748,0.520052,26.074597,28.676667,7.980060,2.822580,calls/second,milliseconds
1552484234,3393,0.888857,0.101617,0.056178,0.039091,0.094290,0.107737,0.148134,0.190029,0.249798,0.520052,28.367838,32.351893,9.442985,3.372614,calls/second,milliseconds
1552484244,3901,0.888857,0.097211,0.056074,0.034972,0.091235,0.103327,0.136873,0.163327,0.202384,0.459822,30.098520,35.611309,10.890514,3.927594,calls/second,milliseconds
1552484254,4361,0.888857,0.093568,0.053027,0.032740,0.088889,0.099733,0.131294,0.155018,0.179145,0.459822,31.237927,36.966944,11.994605,4.376892,calls/second,milliseconds
1552484264,4839,0.888857,0.090918,0.053027,0.029435,0.087036,0.097626,0.126241,0.147821,0.163327,0.459822,32.345828,38.962642,13.240351,4.880985,calls/second,milliseconds
