t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1552758615,15,1.794476,1.400000,1.400000,1.400000,events/second
1552758625,32,1.739381,1.477398,1.416419,1.405528,events/second
1552758635,51,1.783745,1.497499,1.422492,1.407683,events/second
1552758645,64,1.666479,1.524111,1.431399,1.410891,events/second
1552758655,94,1.937296,1.694394,1.469929,1.424055,events/second
1552758665,120,2.055828,1.848134,1.510228,1.438151,events/second
1552758675,144,2.103865,1.964838,1.546010,1.450995,events/second
1552758685,175,2.232536,2.078338,1.583869,1.464799,events/second
1552758695,203,2.297166,2.186569,1.623629,1.479540,events/second
1552758705,236,2.399216,2.344706,1.675418,1.498563,events/second
1552758715,273,2.518901,2.489443,1.728596,1.518459,events/second
1552758725,311,2.627500,2.718784,1.802953,1.545867,events/second
1552758735,341,2.656280,2.820806,1.855201,1.566342,events/second
1552758745,377,2.724511,2.848316,1.892732,1.582183,events/second
1552758755,425,2.861695,3.054545,1.968318,1.611103,events/second
1552758765,475,2.999054,3.397346,2.077462,1.651854,events/second
1552758775,533,3.165718,3.766197,2.199501,1.697690,events/second
1552758785,587,3.290615,3.987591,2.297924,1.736395,events/second
1552758795,638,3.386235,4.215298,2.402709,1.777960,events/second
1552758805,683,3.437828,4.287791,2.477941,1.810238,events/second
1552758815,722,3.462577,4.244888,2.527895,1.834440,events/second
1552758825,763,3.493385,4.188745,2.572741,1.857249,events/second
1552758835,806,3.528184,4.173203,2.622729,1.882021,events/second
1552758845,839,3.516363,4.113353,2.661215,1.903202,events/second
1552758855,850,3.421183,3.827938,2.649073,1.907552,events/second
1552758865,870,3.365721,3.400190,2.595283,1.897555,events/second
