t,value
1552758635,NaN
1552758645,NaN
1552758655,NaN
1552758665,NaN
1552758675,NaN
1552758685,NaN
1552758695,0.0
1552758705,0.0
1552758715,0.0
1552758725,0.0
1552758735,0.0
1552758745,0.375
1552758755,0.25
1552758765,0.2
1552758775,0.2
1552758785,0.2
1552758795,0.13333333333333333
1552758805,0.12903225806451613
1552758815,0.12903225806451613
1552758825,0.12903225806451613
1552758835,0.12903225806451613
1552758845,0.12903225806451613
1552758855,0.12903225806451613
1552758865,0.12903225806451613
1552758875,0.12903225806451613
