t,count
1554841170,0
1554841180,26
1554841190,58
1554841200,97
1554841210,127
1554841220,167
1554841230,194
1554841240,230
1554841250,279
1554841260,315
1554841270,352
1554841280,411
1554841290,464
1554841300,495
1554841310,543
1554841320,588
1554841330,641
1554841340,691
1554841350,731
1554841360,777
1554841370,814
1554841380,852
1554841390,891
1554841400,918
1554841410,945
1554841420,986
1554841430,1024
1554841440,1055
1554841450,1106
1554841460,1145
1554841470,1179
1554841480,1211
1554841490,1258
1554841500,1305
1554841510,1343
1554841520,1402
1554841530,1440
1554841540,1492
