t,count
1554841170,2
1554841180,9
1554841190,14
1554841200,19
1554841210,25
1554841220,31
1554841230,36
1554841240,42
1554841250,48
1554841260,53
1554841270,59
1554841280,64
1554841290,70
1554841300,79
1554841310,84
1554841320,90
1554841330,95
1554841340,100
1554841350,105
1554841360,110
1554841370,118
1554841380,123
1554841390,129
1554841400,134
1554841410,139
1554841420,145
1554841430,154
1554841440,161
1554841450,168
1554841460,174
1554841470,184
1554841480,193
1554841490,202
1554841500,212
1554841510,222
1554841520,232
1554841530,242
1554841540,252
