t,count
1554677352,8
1554677362,17
1554677372,26
1554677382,36
1554677392,46
1554677402,56
1554677412,66
1554677422,76
1554677432,86
1554677442,95
1554677452,104
1554677462,114
1554677472,124
1554677482,134
1554677492,143
1554677502,151
1554677512,160
1554677522,168
1554677532,178
1554677542,187
1554677552,197
1554677562,207
1554677572,217
1554677582,227
1554677592,237
1554677602,246
1554677612,255
1554677622,265
1554677632,275
1554677642,283
1554677652,293
1554677662,303
1554677672,313
1554677682,323
1554677692,333
1554677702,343
1554677712,353
1554677722,363
