t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1552572341,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552572351,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552572361,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552572371,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552572381,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552572391,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552572401,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552572411,493,10.647784,0.203904,0.082563,0.475665,0.151554,0.225363,0.341748,0.440726,0.528957,10.647784,6.194288,3.917824,0.809899,0.271467,calls/second,milliseconds
1552572421,969,10.647784,0.153933,0.061503,0.330715,0.120173,0.152830,0.290828,0.374783,0.440726,0.684177,10.816527,11.308915,2.491142,0.844125,calls/second,milliseconds
1552572431,1434,10.647784,0.136525,0.057489,0.305745,0.112080,0.130696,0.255136,0.318874,0.397262,0.684177,14.399616,16.611598,3.911303,1.340907,calls/second,milliseconds
1552572441,1920,10.647784,0.123313,0.052805,0.290171,0.104287,0.120570,0.205284,0.289493,0.322579,0.684177,17.520622,21.459068,5.360555,1.857641,calls/second,milliseconds
1552572451,2312,10.647784,0.115031,0.052805,0.276974,0.099195,0.115409,0.169858,0.254643,0.298541,0.533110,19.333933,24.146195,6.471009,2.271116,calls/second,milliseconds
1552572461,2794,9.287639,0.113144,0.052805,0.321175,0.094984,0.109913,0.146632,0.222906,0.277883,9.287639,21.562048,27.661065,7.799981,2.765383,calls/second,milliseconds
1552572471,3290,0.533110,0.098798,0.052805,0.032589,0.092745,0.106361,0.136408,0.175867,0.254643,0.452362,23.570793,30.981119,9.160432,3.279563,calls/second,milliseconds
