t,value
1552758597,1.0
1552758607,1.0
1552758617,1.0
1552758627,1.0
1552758637,1.0
1552758647,1.0
1552758657,1.0
1552758667,1.0
1552758677,1.0
1552758687,1.0
1552758697,1.0
1552758707,1.0
1552758717,1.0
1552758727,1.0
1552758737,1.0
1552758747,1.0
1552758757,0.5
1552758767,0.5
1552758777,0.5
1552758787,0.5
1552758797,0.5
1552758807,0.5
1552758817,0.5
1552758827,0.5
1552758837,0.5
1552758847,0.5
1552758857,0.5
1552758867,0.5
1552758877,0.5
1552758887,0.5
1552758897,0.5
1552758907,0.5
1552758917,0.5
