t,count
1552758597,5
1552758607,41
1552758617,113
1552758627,203
1552758637,228
1552758647,261
1552758657,326
1552758667,350
1552758677,372
1552758687,383
1552758697,404
1552758707,437
1552758717,464
1552758727,536
1552758737,550
1552758747,565
1552758757,590
1552758767,623
1552758777,663
1552758787,673
1552758797,683
1552758807,720
1552758817,757
1552758827,778
1552758837,788
1552758847,803
1552758857,830
1552758867,843
1552758877,853
1552758887,863
1552758897,873
1552758907,885
1552758917,895
